date,symbol,name,open,high,low,close,volume,amount
2023-01-20,159915,创业板ETF,2.163,2.241,2.127,2.204,3122381,6882297.66
2023-01-20,510300,沪深300ETF,3.951,3.984,3.896,3.929,2288909,8993281.64
2023-01-20,511010,国债ETF,109.155,109.845,108.916,109.605,1269209,139111519.94
2023-01-23,159915,创业板ETF,2.212,2.29,2.187,2.264,2063058,4669926.84
2023-01-23,510300,沪深300ETF,3.94,4.01,3.787,3.856,2435543,9390875.75
2023-01-23,511010,国债ETF,109.593,109.843,109.189,109.439,1065970,116658221.63
2023-01-24,159915,创业板ETF,2.27,2.281,2.232,2.242,1694324,3799001.46
2023-01-24,510300,沪深300ETF,3.86,3.908,3.803,3.852,2515193,9687967.35
2023-01-24,511010,国债ETF,109.378,109.415,108.728,108.765,1916946,208495704.85
2023-01-25,159915,创业板ETF,2.24,2.285,2.205,2.25,1907499,4292424.1
2023-01-25,510300,沪深300ETF,3.855,3.981,3.797,3.923,2315699,9083909.74
2023-01-25,511010,国债ETF,108.809,109.06,108.656,108.908,2189765,238483319.43
2023-01-26,159915,创业板ETF,2.243,2.306,2.202,2.265,2191002,4961529.33
2023-01-26,510300,沪深300ETF,3.917,3.931,3.895,3.909,4092569,15997054.18
2023-01-26,511010,国债ETF,109.043,109.29,108.804,109.052,1386991,151253741.55
2023-01-27,159915,创业板ETF,2.259,2.332,2.212,2.285,813712,1859022.86
2023-01-27,510300,沪深300ETF,3.909,3.949,3.818,3.858,695910,2684764.8
2023-01-27,511010,国债ETF,109.116,109.269,108.891,109.044,1408015,153535487.3
2023-01-30,159915,创业板ETF,2.289,2.345,2.272,2.327,1653068,3847197.75
2023-01-30,510300,沪深300ETF,3.852,3.886,3.821,3.855,1694418,6531559.87
2023-01-30,511010,国债ETF,109.005,109.367,108.688,109.05,1072270,116930832.56
2023-01-31,159915,创业板ETF,2.33,2.411,2.272,2.352,510540,1200956.65
2023-01-31,510300,沪深300ETF,3.852,3.953,3.791,3.892,2675169,10411304.6
2023-01-31,511010,国债ETF,109.023,109.445,108.89,109.312,2588066,282906102.6
2023-02-01,159915,创业板ETF,2.347,2.454,2.306,2.413,1109922,2677780.69
2023-02-01,510300,沪深300ETF,3.893,3.931,3.863,3.901,1242652,4847353.31
2023-02-01,511010,国债ETF,109.33,109.423,108.867,108.959,3270802,356383994.99
2023-02-02,159915,创业板ETF,2.415,2.46,2.334,2.378,1551344,3688926.78
2023-02-02,510300,沪深300ETF,3.913,3.951,3.864,3.901,1539267,6005297.8
2023-02-02,511010,国债ETF,108.961,109.138,108.78,108.957,3907238,425721443.49
2023-02-03,159915,创业板ETF,2.381,2.427,2.312,2.358,1247236,2940988.44
2023-02-03,510300,沪深300ETF,3.899,3.924,3.818,3.842,3569615,13714751.69
2023-02-03,511010,国债ETF,108.998,109.639,108.721,109.361,1997942,218497769.97
2023-02-06,159915,创业板ETF,2.373,2.43,2.336,2.393,2873557,6877267.16
2023-02-06,510300,沪深300ETF,3.849,3.876,3.837,3.864,1099466,4248347.37
2023-02-06,511010,国债ETF,109.321,109.36,109.202,109.241,2031281,221899283.17
2023-02-07,159915,创业板ETF,2.385,2.438,2.322,2.375,980081,2327249.08
2023-02-07,510300,沪深300ETF,3.851,3.931,3.806,3.885,2472056,9604950.87
2023-02-07,511010,国债ETF,109.245,109.366,109.11,109.231,2945728,321764174.57
2023-02-08,159915,创业板ETF,2.376,2.394,2.333,2.351,1045509,2457963.88
2023-02-08,510300,沪深300ETF,3.882,3.975,3.851,3.944,718009,2831733.99
2023-02-08,511010,国债ETF,109.186,109.323,109.077,109.214,3638472,397372658.22
2023-02-09,159915,创业板ETF,2.335,2.379,2.305,2.349,2167876,5092956.56
2023-02-09,510300,沪深300ETF,3.958,4.053,3.915,4.01,2417353,9692914.38
2023-02-09,511010,国债ETF,109.231,109.645,109.036,109.45,1287657,140933711.79
2023-02-10,159915,创业板ETF,2.358,2.411,2.311,2.364,2125895,5026601.05
2023-02-10,510300,沪深300ETF,4.014,4.063,3.991,4.041,2589703,10464824.78
2023-02-10,511010,国债ETF,109.482,109.769,108.818,109.105,2838976,309745167.9
2023-02-13,159915,创业板ETF,2.351,2.395,2.299,2.344,1189273,2787193.4
2023-02-13,510300,沪深300ETF,4.021,4.057,3.933,3.969,2308873,9164610.26
2023-02-13,511010,国债ETF,109.064,109.222,108.866,109.024,1770167,192991107.26
2023-02-14,159915,创业板ETF,2.341,2.409,2.302,2.369,1127055,2669998.16
2023-02-14,510300,沪深300ETF,3.969,3.993,3.884,3.908,1305077,5100010.22
2023-02-14,511010,国债ETF,108.937,109.441,108.714,109.218,1241619,135606921.33
2023-02-15,159915,创业板ETF,2.375,2.476,2.329,2.429,2398369,5826025.35
2023-02-15,510300,沪深300ETF,3.905,3.934,3.833,3.862,1515354,5851697.63
2023-02-15,511010,国债ETF,109.218,109.65,109.071,109.502,1802098,197333608.73
2023-02-16,159915,创业板ETF,2.428,2.493,2.29,2.353,1324892,3116953.63
2023-02-16,510300,沪深300ETF,3.849,3.913,3.811,3.875,1574089,6099358.52
2023-02-16,511010,国债ETF,109.489,109.766,108.979,109.255,1461277,159651818.02
2023-02-17,159915,创业板ETF,2.343,2.379,2.223,2.258,1624996,3669183.16
2023-02-17,510300,沪深300ETF,3.856,3.884,3.814,3.842,2969417,11408889.61
2023-02-17,511010,国债ETF,109.27,109.591,109.038,109.358,1385548,151521313.28
2023-02-20,159915,创业板ETF,2.248,2.326,2.212,2.289,1426123,3264401.48
2023-02-20,510300,沪深300ETF,3.832,3.943,3.788,3.899,1290149,5029747.75
2023-02-20,511010,国债ETF,109.403,109.629,109.097,109.323,1046273,114381839.01
2023-02-21,159915,创业板ETF,2.298,2.344,2.211,2.257,2760906,6230408.19
2023-02-21,510300,沪深300ETF,3.887,3.928,3.869,3.91,772224,3019206.09
2023-02-21,511010,国债ETF,109.283,109.667,109.041,109.425,1924766,210617212.81
2023-02-22,159915,创业板ETF,2.265,2.365,2.218,2.317,2043010,4733293.55
2023-02-22,510300,沪深300ETF,3.918,3.956,3.888,3.926,1586527,6228990.73
2023-02-22,511010,国债ETF,109.496,109.889,109.374,109.766,2563854,281424552.63
2023-02-23,159915,创业板ETF,2.308,2.471,2.278,2.44,2149762,5245149.54
2023-02-23,510300,沪深300ETF,3.933,4.016,3.876,3.959,692858,2743329.56
2023-02-23,511010,国债ETF,109.839,109.986,109.293,109.44,1671367,182913800.34
2023-02-24,159915,创业板ETF,2.462,2.502,2.394,2.434,1881776,4580055.08
2023-02-24,510300,沪深300ETF,3.967,4.001,3.941,3.975,3194421,12697830.29
2023-02-24,511010,国债ETF,109.424,109.581,109.107,109.263,1441707,157525599.46
2023-02-27,159915,创业板ETF,2.427,2.478,2.367,2.417,2068898,5001341.5
2023-02-27,510300,沪深300ETF,3.987,3.996,3.905,3.915,2555478,10003433.04
2023-02-27,511010,国债ETF,109.195,109.214,109.189,109.208,2099578,229290229.49
2023-02-28,159915,创业板ETF,2.416,2.445,2.389,2.417,1790543,4328338.72
2023-02-28,510300,沪深300ETF,3.891,4.079,3.836,4.022,479069,1926933.01
2023-02-28,511010,国债ETF,109.204,109.374,108.593,108.762,1884948,205011483.96
2023-03-01,159915,创业板ETF,2.423,2.488,2.365,2.43,958631,2329337.66
2023-03-01,510300,沪深300ETF,4.019,4.124,3.984,4.088,1172502,4793462.8
2023-03-01,511010,国债ETF,108.743,109.04,108.096,108.392,868993,94191549.69
2023-03-02,159915,创业板ETF,2.434,2.463,2.399,2.428,3071292,7457457.46
2023-03-02,510300,沪深300ETF,4.092,4.18,4.071,4.158,3063187,12736901.87
2023-03-02,511010,国债ETF,108.437,108.599,108.188,108.35,2474009,268058361.51
2023-03-03,159915,创业板ETF,2.43,2.464,2.355,2.389,2665392,6368086.7
2023-03-03,510300,沪深300ETF,4.151,4.17,4.105,4.125,1754281,7235969.4
2023-03-03,511010,国债ETF,108.362,108.666,108.189,108.492,2303824,249946095.79
2023-03-06,159915,创业板ETF,2.379,2.463,2.324,2.407,1696008,4082795.94
2023-03-06,510300,沪深300ETF,4.118,4.165,3.996,4.042,1852037,7486855.56
2023-03-06,511010,国债ETF,108.543,108.78,108.296,108.533,1466278,159139209.97
2023-03-07,159915,创业板ETF,2.413,2.472,2.264,2.322,1340900,3113045.71
2023-03-07,510300,沪深300ETF,4.034,4.053,3.958,3.977,1608472,6396522.32
2023-03-07,511010,国债ETF,108.527,108.79,108.175,108.438,1863352,202058550.85
2023-03-08,159915,创业板ETF,2.311,2.384,2.265,2.338,1610247,3765302.61
2023-03-08,510300,沪深300ETF,3.979,3.989,3.922,3.932,1284927,5051895.94
2023-03-08,511010,国债ETF,108.451,108.74,108.161,108.45,1259024,136541230.03
2023-03-09,159915,创业板ETF,2.329,2.364,2.308,2.343,988314,2315428.35
2023-03-09,510300,沪深300ETF,3.931,4.017,3.885,3.971,1264338,5020321.12
2023-03-09,511010,国债ETF,108.41,108.835,108.142,108.567,3937109,427439673.05
2023-03-10,159915,创业板ETF,2.329,2.424,2.305,2.399,1828378,4386041.45
2023-03-10,510300,沪深300ETF,3.984,4.051,3.944,4.011,841358,3374646.98
2023-03-10,511010,国债ETF,108.491,108.887,108.269,108.665,2445373,265726123.2
2023-03-13,159915,创业板ETF,2.392,2.43,2.368,2.406,1920552,4621183.32
2023-03-13,510300,沪深300ETF,4.015,4.124,3.969,4.077,1239251,5051868.8
2023-03-13,511010,国债ETF,108.741,109.056,108.046,108.36,656967,71188796.88
2023-03-14,159915,创业板ETF,2.405,2.469,2.364,2.428,2349713,5704001.48
2023-03-14,510300,沪深300ETF,4.079,4.204,4.05,4.175,2537391,10592375.05
2023-03-14,511010,国债ETF,108.369,108.598,107.806,108.034,798943,86312691.44
2023-03-15,159915,创业板ETF,2.427,2.476,2.339,2.387,1950109,4654459.23
2023-03-15,510300,沪深300ETF,4.174,4.244,4.13,4.199,3767581,15821047.18
2023-03-15,511010,国债ETF,107.962,108.449,107.741,108.227,2277399,246477154.09
2023-03-16,159915,创业板ETF,2.381,2.423,2.353,2.395,1817957,4353126.78
2023-03-16,510300,沪深300ETF,4.19,4.239,4.168,4.216,893718,3768297.07
2023-03-16,511010,国债ETF,108.197,108.327,107.731,107.861,1474262,159015451.97
2023-03-17,159915,创业板ETF,2.401,2.479,2.351,2.428,2398122,5823799.3
2023-03-17,510300,沪深300ETF,4.218,4.251,4.168,4.2,2174598,9134139.41
2023-03-17,511010,国债ETF,107.885,108.165,107.784,108.064,2555006,276103717.86
2023-03-20,159915,创业板ETF,2.434,2.52,2.388,2.474,1132681,2801997.78
2023-03-20,510300,沪深300ETF,4.21,4.252,4.144,4.186,2059104,8618620.22
2023-03-20,511010,国债ETF,108.045,108.398,107.859,108.212,1048023,113408399.09
2023-03-21,159915,创业板ETF,2.477,2.52,2.436,2.479,2671703,6623992.8
2023-03-21,510300,沪深300ETF,4.191,4.234,4.091,4.133,1621626,6702816.4
2023-03-21,511010,国债ETF,108.236,108.422,107.882,108.068,3553943,384065843.45
2023-03-22,159915,创业板ETF,2.478,2.59,2.441,2.551,2029579,5178149.3
2023-03-22,510300,沪深300ETF,4.121,4.214,4.065,4.157,1087190,4519917.01
2023-03-22,511010,国债ETF,108.075,108.294,107.875,108.094,1085518,117338357.17
2023-03-23,159915,创业板ETF,2.524,2.618,2.517,2.611,1585005,4138219.07
2023-03-23,510300,沪深300ETF,4.14,4.225,4.089,4.173,1280680,5343967.3
2023-03-23,511010,国债ETF,108.147,108.455,107.934,108.242,2460896,266373053.12
2023-03-24,159915,创业板ETF,2.619,2.654,2.547,2.581,1585950,4092782.99
2023-03-24,510300,沪深300ETF,4.181,4.206,4.13,4.155,1823944,7578392.74
2023-03-24,511010,国债ETF,108.252,108.492,107.93,108.171,1917555,207423234.14
2023-03-27,159915,创业板ETF,2.57,2.621,2.419,2.469,1396320,3447203.79
2023-03-27,510300,沪深300ETF,4.157,4.188,4.089,4.119,1582185,6516714.32
2023-03-27,511010,国债ETF,108.256,108.396,107.865,108.005,4375450,472568432.22
2023-03-28,159915,创业板ETF,2.464,2.486,2.399,2.421,4008952,9704570.57
2023-03-28,510300,沪深300ETF,4.122,4.192,4.071,4.14,438472,1815408.75
2023-03-28,511010,国债ETF,107.98,108.363,107.77,108.152,707013,76465076.14
2023-03-29,159915,创业板ETF,2.42,2.435,2.409,2.424,789579,1913897.94
2023-03-29,510300,沪深300ETF,4.131,4.262,4.07,4.201,668240,2807262.6
2023-03-29,511010,国债ETF,108.212,108.428,108.066,108.282,2349731,254434671.02
2023-03-30,159915,创业板ETF,2.427,2.482,2.376,2.431,962976,2341140.81
2023-03-30,510300,沪深300ETF,4.21,4.259,4.156,4.206,678649,2854061.28
2023-03-30,511010,国债ETF,108.285,108.668,108.141,108.523,1773468,192461715.43
2023-03-31,159915,创业板ETF,2.428,2.454,2.393,2.419,1743807,4217542.38
2023-03-31,510300,沪深300ETF,4.214,4.254,4.179,4.219,1520208,6414383.18
2023-03-31,511010,国债ETF,108.521,108.717,108.107,108.303,683560,74031639.68
2023-04-03,159915,创业板ETF,2.421,2.457,2.365,2.401,2052418,4927042.86
2023-04-03,510300,沪深300ETF,4.217,4.262,4.15,4.195,863761,3623305.29
2023-04-03,511010,国债ETF,108.317,108.58,108.116,108.379,1853974,200932350.46
2023-04-04,159915,创业板ETF,2.397,2.451,2.376,2.429,1207319,2932655.96
2023-04-04,510300,沪深300ETF,4.202,4.262,4.124,4.184,958905,4012156.14
2023-04-04,511010,国债ETF,108.31,108.68,108.012,108.381,1696538,183872839.91
2023-04-05,159915,创业板ETF,2.414,2.457,2.36,2.404,3213897,7725315.44
2023-04-05,510300,沪深300ETF,4.174,4.237,4.107,4.17,3275068,13658051.01
2023-04-05,511010,国债ETF,108.425,108.712,108.31,108.597,1257255,136533925.07
2023-04-06,159915,创业板ETF,2.396,2.442,2.269,2.314,2445597,5658253.3
2023-04-06,510300,沪深300ETF,4.17,4.202,4.126,4.158,1095473,4554978.92
2023-04-06,511010,国债ETF,108.548,108.804,108.28,108.536,1436673,155930648.02
2023-04-07,159915,创业板ETF,2.302,2.356,2.247,2.301,710109,1633954.19
2023-04-07,510300,沪深300ETF,4.135,4.161,4.106,4.132,1764263,7289084.94
2023-04-07,511010,国债ETF,108.522,108.768,108.067,108.313,999672,108277712.4
2023-04-10,159915,创业板ETF,2.281,2.373,2.253,2.344,937032,2196196.23
2023-04-10,510300,沪深300ETF,4.129,4.192,4.087,4.15,2892772,12005926.52
2023-04-10,511010,国债ETF,108.305,108.532,108.16,108.387,1542443,167180286.95
2023-04-11,159915,创业板ETF,2.342,2.405,2.246,2.308,1896911,4378806.06
2023-04-11,510300,沪深300ETF,4.179,4.243,4.147,4.211,1509015,6354221.12
2023-04-11,511010,国债ETF,108.446,108.51,107.96,108.024,1032790,111566531.48
2023-04-12,159915,创业板ETF,2.313,2.341,2.307,2.335,3195228,7461986.9
2023-04-12,510300,沪深300ETF,4.219,4.261,4.127,4.168,2967684,12369145.87
2023-04-12,511010,国债ETF,108.051,108.269,107.594,107.811,623013,67167941.72
2023-04-13,159915,创业板ETF,2.334,2.405,2.289,2.36,1563390,3689438.5
2023-04-13,510300,沪深300ETF,4.188,4.261,4.161,4.233,1025585,4341664.24
2023-04-13,511010,国债ETF,107.896,108.19,107.483,107.777,2994557,322743661.21
2023-04-14,159915,创业板ETF,2.346,2.399,2.307,2.359,3247405,7662059.38
2023-04-14,510300,沪深300ETF,4.24,4.288,4.168,4.215,1039242,4380807.78
2023-04-14,511010,国债ETF,107.856,108.161,107.727,108.032,1329488,143626908.65
2023-04-17,159915,创业板ETF,2.354,2.397,2.335,2.377,2283923,5429123.88
2023-04-17,510300,沪深300ETF,4.219,4.269,4.149,4.199,1448629,6083019.17
2023-04-17,511010,国债ETF,107.982,108.088,107.619,107.725,2369211,255224000.48
2023-04-18,159915,创业板ETF,2.381,2.432,2.289,2.338,2663124,6227454.13
2023-04-18,510300,沪深300ETF,4.202,4.268,4.037,4.101,1393729,5716320.44
2023-04-18,511010,国债ETF,107.696,107.886,107.437,107.627,1531259,164804067.53
2023-04-19,159915,创业板ETF,2.321,2.361,2.302,2.341,2556372,5984914.45
2023-04-19,510300,沪深300ETF,4.097,4.158,3.935,3.994,1527149,6100000.15
2023-04-19,511010,国债ETF,107.573,107.753,107.357,107.536,1551250,166815607.82
2023-04-20,159915,创业板ETF,2.331,2.449,2.288,2.405,1891006,4548813.29
2023-04-20,510300,沪深300ETF,4.003,4.071,3.96,4.028,2274804,9161872.93
2023-04-20,511010,国债ETF,107.57,107.771,106.911,107.111,1010463,108231990.05
2023-04-21,159915,创业板ETF,2.4,2.447,2.355,2.402,3938207,9461331.77
2023-04-21,510300,沪深300ETF,4.02,4.046,3.954,3.98,1994478,7938443.12
2023-04-21,511010,国债ETF,107.041,107.367,106.87,107.196,1271319,136279947.27
2023-04-24,159915,创业板ETF,2.386,2.437,2.305,2.355,2011815,4738794.89
2023-04-24,510300,沪深300ETF,3.981,4.07,3.929,4.016,1810945,7273386.59
2023-04-24,511010,国债ETF,107.113,107.219,106.962,107.069,1185721,126953645.99
2023-04-25,159915,创业板ETF,2.349,2.468,2.301,2.419,2734106,6612738.86
2023-04-25,510300,沪深300ETF,4.053,4.083,3.989,4.019,975887,3922391.76
2023-04-25,511010,国债ETF,106.98,107.085,106.903,107.007,1263484,135201360.11
2023-04-26,159915,创业板ETF,2.397,2.405,2.352,2.36,2260386,5335184.14
2023-04-26,510300,沪深300ETF,4.025,4.049,4.008,4.031,3128955,12613206.21
2023-04-26,511010,国债ETF,107.008,107.248,106.808,107.049,1321430,141457283.32
2023-04-27,159915,创业板ETF,2.348,2.456,2.325,2.432,1406063,3419244.41
2023-04-27,510300,沪深300ETF,4.026,4.127,3.991,4.091,2210085,9042381.89
2023-04-27,511010,国债ETF,107.035,107.256,106.564,106.785,996187,106377795.18
2023-04-28,159915,创业板ETF,2.439,2.482,2.394,2.436,1632588,3977310.42
2023-04-28,510300,沪深300ETF,4.104,4.123,4.07,4.089,1249043,5107210.67
2023-04-28,511010,国债ETF,106.819,107.05,106.298,106.528,1678124,178767154.76
2023-05-01,159915,创业板ETF,2.469,2.48,2.453,2.464,1057499,2605360.93
2023-05-01,510300,沪深300ETF,4.094,4.164,3.878,3.945,1713834,6761613.2
2023-05-01,511010,国债ETF,106.516,107.042,106.294,106.82,969433,103555244.32
2023-05-02,159915,创业板ETF,2.459,2.537,2.402,2.48,1877726,4656180.63
2023-05-02,510300,沪深300ETF,3.943,3.998,3.817,3.871,1023314,3961528.9
2023-05-02,511010,国债ETF,106.791,107.044,106.557,106.81,3041933,324908387.34
2023-05-03,159915,创业板ETF,2.49,2.538,2.433,2.481,947453,2350487.37
2023-05-03,510300,沪深300ETF,3.86,3.972,3.803,3.914,2633406,10306148.65
2023-05-03,511010,国债ETF,106.834,107.269,106.607,107.041,1636187,175138565.97
2023-05-04,159915,创业板ETF,2.468,2.589,2.41,2.53,1385603,3505200.79
2023-05-04,510300,沪深300ETF,3.912,4.033,3.881,4.001,1897203,7591178.03
2023-05-04,511010,国债ETF,107.039,107.407,106.981,107.349,652869,70084654.95
2023-05-05,159915,创业板ETF,2.526,2.575,2.478,2.526,2875709,7265404.86
2023-05-05,510300,沪深300ETF,3.997,4.034,3.961,3.998,2455480,9816384.63
2023-05-05,511010,国债ETF,107.318,107.458,107.29,107.43,1665217,178893514.8
2023-05-08,159915,创业板ETF,2.525,2.593,2.423,2.49,802439,1997930.92
2023-05-08,510300,沪深300ETF,3.999,4.04,3.927,3.968,1655524,6568621.65
2023-05-08,511010,国债ETF,107.5,107.697,107.029,107.226,1786298,191537420.81
2023-05-09,159915,创业板ETF,2.484,2.523,2.454,2.492,952639,2374054.83
2023-05-09,510300,沪深300ETF,3.973,4.004,3.877,3.908,1725138,6742016.87
2023-05-09,511010,国债ETF,107.16,107.74,107.045,107.624,2423462,260822408.77
2023-05-10,159915,创业板ETF,2.498,2.554,2.362,2.415,2176973,5257980.85
2023-05-10,510300,沪深300ETF,3.912,3.97,3.874,3.932,2516563,9896020.9
2023-05-10,511010,国债ETF,107.643,107.94,107.277,107.574,1624678,174772647.88
2023-05-11,159915,创业板ETF,2.423,2.481,2.352,2.409,1343468,3236813.66
2023-05-11,510300,沪深300ETF,3.923,3.967,3.813,3.856,3892651,15010235.35
2023-05-11,511010,国债ETF,107.596,107.794,107.256,107.454,1478169,158835274.52
2023-05-12,159915,创业板ETF,2.409,2.431,2.312,2.334,1948927,4548621.18
2023-05-12,510300,沪深300ETF,3.862,3.888,3.778,3.804,1099359,4182232.81
2023-05-12,511010,国债ETF,107.496,107.685,107.354,107.543,1148808,123546706.77
2023-05-15,159915,创业板ETF,2.324,2.403,2.256,2.335,2211212,5163540.45
2023-05-15,510300,沪深300ETF,3.809,3.846,3.774,3.811,1669732,6362722.71
2023-05-15,511010,国债ETF,107.562,108.028,107.272,107.737,946943,102021158.68
2023-05-16,159915,创业板ETF,2.33,2.418,2.279,2.366,2048878,4848184.72
2023-05-16,510300,沪深300ETF,3.796,3.87,3.741,3.816,3479500,13276335.08
2023-05-16,511010,国债ETF,107.722,108.093,107.486,107.857,2636094,284321000.46
2023-05-17,159915,创业板ETF,2.365,2.431,2.328,2.394,1786816,4277984.93
2023-05-17,510300,沪深300ETF,3.82,3.858,3.767,3.805,932933,3550206.17
2023-05-17,511010,国债ETF,107.941,108.049,107.67,107.778,1519917,163813264.06
2023-05-18,159915,创业板ETF,2.387,2.421,2.355,2.389,1083505,2587995.92
2023-05-18,510300,沪深300ETF,3.805,3.861,3.795,3.851,2334239,8988902.47
2023-05-18,511010,国债ETF,107.743,108.253,107.472,107.981,1572057,169753051.57
2023-05-19,159915,创业板ETF,2.389,2.44,2.227,2.276,1904712,4334588.62
2023-05-19,510300,沪深300ETF,3.855,3.878,3.777,3.799,1268020,4817542.48
2023-05-19,511010,国债ETF,107.962,108.167,107.622,107.827,1858300,200373988.16
2023-05-22,159915,创业板ETF,2.275,2.322,2.21,2.257,1838461,4149052.36
2023-05-22,510300,沪深300ETF,3.788,3.814,3.725,3.75,1545329,5795750.78
2023-05-22,511010,国债ETF,107.83,108.144,107.603,107.917,1147463,123830947.68
2023-05-23,159915,创业板ETF,2.259,2.313,2.255,2.31,1962030,4531947.11
2023-05-23,510300,沪深300ETF,3.748,3.777,3.705,3.734,712175,2659224.77
2023-05-23,511010,国债ETF,107.919,108.186,107.601,107.869,2161321,233138667.12
2023-05-24,159915,创业板ETF,2.306,2.35,2.241,2.285,1749175,3996481.08
2023-05-24,510300,沪深300ETF,3.732,3.776,3.693,3.737,1235243,4616470.8
2023-05-24,511010,国债ETF,107.883,108.084,107.473,107.673,2554965,275100872.37
2023-05-25,159915,创业板ETF,2.29,2.34,2.259,2.308,2037906,4703339.07
2023-05-25,510300,沪深300ETF,3.725,3.748,3.701,3.724,639633,2382062.42
2023-05-25,511010,国债ETF,107.701,108.005,107.524,107.828,1422934,153432317.44
2023-05-26,159915,创业板ETF,2.324,2.357,2.248,2.281,1850840,4222457.33
2023-05-26,510300,沪深300ETF,3.73,3.867,3.672,3.807,2014102,7668342.16
2023-05-26,511010,国债ETF,107.872,108.078,107.733,107.939,941289,101601665.97
2023-05-29,159915,创业板ETF,2.275,2.353,2.27,2.348,2095358,4920205.38
2023-05-29,510300,沪深300ETF,3.804,3.838,3.75,3.783,1081674,4091756.03
2023-05-29,511010,国债ETF,107.949,108.176,107.604,107.831,2600821,280449620.78
2023-05-30,159915,创业板ETF,2.356,2.401,2.219,2.262,833681,1885626.72
2023-05-30,510300,沪深300ETF,3.787,3.854,3.744,3.81,2826466,10768878.35
2023-05-30,511010,国债ETF,107.847,108.021,107.539,107.714,327463,35272226.17
2023-05-31,159915,创业板ETF,2.254,2.302,2.194,2.242,1106640,2480807.36
2023-05-31,510300,沪深300ETF,3.8,3.823,3.763,3.786,1306403,4946302.59
2023-05-31,511010,国债ETF,107.663,107.804,107.605,107.746,2275557,245182210.85
2023-06-01,159915,创业板ETF,2.241,2.286,2.183,2.227,2212692,4928428.93
