signal_date,chosen_symbol,chosen_name,chosen_bucket,chosen_theme,selected_momentum,best_sector_symbol,best_sector_momentum,best_defensive_symbol,best_defensive_momentum,reason
2016-06-30,511010,国债ETF国泰,defensive,国债,0.019265153288087866,159928,-0.06811989100817428,511010,0.019265153288087866,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
2016-07-29,159928,消费ETF汇添富,sector,消费,0.22697368421052633,159928,0.22697368421052633,511010,0.021482557057224794,最佳行业/主题 ETF 动量为正，持有该 ETF
2016-08-31,159928,消费ETF汇添富,sector,消费,0.20598006644518274,159928,0.20598006644518274,511010,0.02064062876526962,最佳行业/主题 ETF 动量为正，持有该 ETF
2016-09-30,512010,医药ETF易方达,sector,医药,0.12631578947368438,512010,0.12631578947368438,511010,0.015599720547139206,最佳行业/主题 ETF 动量为正，持有该 ETF
2016-10-31,159928,消费ETF汇添富,sector,消费,0.16878980891719753,159928,0.16878980891719753,511010,0.026290192590945782,最佳行业/主题 ETF 动量为正，持有该 ETF
2016-11-30,512010,医药ETF易方达,sector,医药,0.19354838709677424,512010,0.19354838709677424,511010,0.006843558650498238,最佳行业/主题 ETF 动量为正，持有该 ETF
2016-12-30,512010,医药ETF易方达,sector,医药,0.13058419243986275,512010,0.13058419243986275,511010,-0.00836132679846524,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-01-26,512010,医药ETF易方达,sector,医药,0.08496732026143805,512010,0.08496732026143805,511010,-0.012449344675258156,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-02-28,159928,消费ETF汇添富,sector,消费,0.04557640750670244,159928,0.04557640750670244,511010,-0.01734182605622958,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-03-31,159928,消费ETF汇添富,sector,消费,0.16384180790960445,159928,0.16384180790960445,511010,-0.01843380711212761,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-04-28,159928,消费ETF汇添富,sector,消费,0.13091922005571033,159928,0.13091922005571033,511010,-0.033921192643206366,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-05-31,159928,消费ETF汇添富,sector,消费,0.12568306010928953,159928,0.12568306010928953,511010,-0.030391817867477022,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-06-30,159928,消费ETF汇添富,sector,消费,0.23013698630137003,159928,0.23013698630137003,511010,-0.001455115289903608,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-07-31,159928,消费ETF汇添富,sector,消费,0.21798365122615815,159928,0.21798365122615815,511010,-0.011099302250358045,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-08-31,159928,消费ETF汇添富,sector,消费,0.19437340153452687,159928,0.19437340153452687,511010,-0.011688467317459872,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-09-29,159928,消费ETF汇添富,sector,消费,0.23471882640586816,159928,0.23471882640586816,511010,-0.007003242241778618,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-10-31,159928,消费ETF汇添富,sector,消费,0.3406326034063263,159928,0.3406326034063263,511010,-0.007532097535542404,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-11-30,159928,消费ETF汇添富,sector,消费,0.2912621359223302,159928,0.2912621359223302,511010,-0.00036599786032021075,最佳行业/主题 ETF 动量为正，持有该 ETF
2017-12-29,159928,消费ETF汇添富,sector,消费,0.29555555555555535,159928,0.29555555555555535,511010,-0.004905069193181455,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-01-31,159928,消费ETF汇添富,sector,消费,0.3803131991051454,159928,0.3803131991051454,511010,0.0015419984299651635,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-02-28,159928,消费ETF汇添富,sector,消费,0.2257383966244726,159928,0.2257383966244726,511010,0.006732060271520179,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-03-30,512010,医药ETF易方达,sector,医药,0.23989218328840978,512010,0.23989218328840978,511010,0.012302038836762508,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-04-27,512010,医药ETF易方达,sector,医药,0.12469437652811743,512010,0.12469437652811743,511010,0.02522807148732542,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-05-31,512010,医药ETF易方达,sector,医药,0.24056603773584917,512010,0.24056603773584917,511260,0.03932383593881328,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-06-29,512010,医药ETF易方达,sector,医药,0.18581907090464544,512010,0.18581907090464544,511260,0.04250362067879854,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-07-31,512010,医药ETF易方达,sector,医药,0.06712962962962976,512010,0.06712962962962976,511260,0.044386559544731696,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-08-31,512010,医药ETF易方达,sector,医药,0.03170731707317076,512010,0.03170731707317076,511260,0.03299560749212649,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-09-28,159928,消费ETF汇添富,sector,消费,0.016917293233082775,159928,0.016917293233082775,511260,0.027943060204123737,最佳行业/主题 ETF 动量为正，持有该 ETF
2018-10-31,511260,十年国债ETF国泰,defensive,十年国债,0.018250688705234053,512800,0.0,511260,0.018250688705234053,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
2018-11-30,511260,十年国债ETF国泰,defensive,十年国债,0.029897742229421986,512800,-0.01666666666666672,511260,0.029897742229421986,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
2018-12-28,512800,银行ETF华宝,sector,银行,0.018223234624145768,512800,0.018223234624145768,511260,0.04590984129556297,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-01-31,512800,银行ETF华宝,sector,银行,0.04086021505376336,512800,0.04086021505376336,511260,0.03709976449366126,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-02-28,512880,证券ETF国泰,sector,证券,0.42613636363636376,512880,0.42613636363636376,511010,0.03464959348114727,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-03-29,512880,证券ETF国泰,sector,证券,0.5429799426934099,512880,0.5429799426934099,511260,0.048157441276943214,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-04-30,159928,消费ETF汇添富,sector,消费,0.4180327868852458,159928,0.4180327868852458,511260,0.018037273035974577,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-05-31,159928,消费ETF汇添富,sector,消费,0.4966887417218544,159928,0.4966887417218544,511010,0.014442580312996611,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-06-28,159928,消费ETF汇添富,sector,消费,0.559912854030501,159928,0.559912854030501,511260,0.016587817278812755,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-07-31,159928,消费ETF汇添富,sector,消费,0.48353909465020584,159928,0.48353909465020584,511010,0.010321594532629375,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-08-30,159928,消费ETF汇添富,sector,消费,0.3605683836589699,159928,0.3605683836589699,511260,0.020834545207763844,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-09-30,159928,消费ETF汇添富,sector,消费,0.1736334405144695,159928,0.1736334405144695,511010,0.013336252189141806,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-10-31,512010,医药ETF易方达,sector,医药,0.11502347417840375,512010,0.11502347417840375,511260,0.021666371350383073,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-11-29,512690,酒ETF鹏华,sector,白酒/酒,0.6240601503759398,512690,0.6240601503759398,511260,0.020033307687063573,最佳行业/主题 ETF 动量为正，持有该 ETF
2019-12-31,512480,半导体ETF国联安,sector,半导体,0.4282868525896413,512480,0.4282868525896413,511010,0.02347864823080359,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-01-23,512480,半导体ETF国联安,sector,半导体,0.8320000000000001,512480,0.8320000000000001,511010,0.027460292608249448,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-02-28,512480,半导体ETF国联安,sector,半导体,0.8542805100182149,512480,0.8542805100182149,511260,0.03235475456485659,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-03-31,512480,半导体ETF国联安,sector,半导体,0.24451410658307204,512480,0.24451410658307204,511260,0.047801019678848755,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-04-30,512480,半导体ETF国联安,sector,半导体,0.5546075085324234,512480,0.5546075085324234,511010,0.071144808246566,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-05-29,512480,半导体ETF国联安,sector,半导体,0.43917851500789884,512480,0.43917851500789884,511260,0.04894884573523517,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-06-30,512690,酒ETF鹏华,sector,白酒/酒,0.7434782608695651,512690,0.7434782608695651,511260,0.03787415421078788,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-07-31,512690,酒ETF鹏华,sector,白酒/酒,1.1260162601626016,512690,1.1260162601626016,511010,0.011690341874532661,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-08-31,512690,酒ETF鹏华,sector,白酒/酒,2.0700934579439254,512690,2.0700934579439254,511010,-0.007999191660632232,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-09-30,512690,酒ETF鹏华,sector,白酒/酒,2.1160220994475134,512690,2.1160220994475134,511010,-0.018772551171413854,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-10-30,512690,酒ETF鹏华,sector,白酒/酒,1.9333333333333336,512690,1.9333333333333336,511260,-0.03256653134866938,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-11-30,512690,酒ETF鹏华,sector,白酒/酒,1.4186046511627906,512690,1.4186046511627906,511010,-0.027124535637504943,最佳行业/主题 ETF 动量为正，持有该 ETF
2020-12-31,512690,酒ETF鹏华,sector,白酒/酒,1.481296758104738,512690,1.481296758104738,511010,-0.00573248407643312,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-01-29,512690,酒ETF鹏华,sector,白酒/酒,0.9430255402750491,512690,0.9430255402750491,511010,-0.007008329709296546,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-02-26,512690,酒ETF鹏华,sector,白酒/酒,0.5908256880733944,512690,0.5908256880733944,511010,8.415312502618733e-06,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-03-31,512690,酒ETF鹏华,sector,白酒/酒,0.4307692307692308,512690,0.4307692307692308,511010,0.010335654619698653,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-04-30,512690,酒ETF鹏华,sector,白酒/酒,0.5537974683544304,512690,0.5537974683544304,511260,0.014774465544901805,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-05-31,512690,酒ETF鹏华,sector,白酒/酒,0.46571798188874514,512690,0.46571798188874514,511260,0.027621406590107256,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-06-30,515030,新能源车ETF华夏,sector,新能源车,0.3196261682242989,515030,0.3196261682242989,511260,0.029626505459487307,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-07-30,515220,煤炭ETF国泰,sector,煤炭,0.43442622950819665,515220,0.43442622950819665,511260,0.03399118746991525,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-08-31,515220,煤炭ETF国泰,sector,煤炭,0.9753086419753085,515220,0.9753086419753085,511260,0.041316005064422345,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-09-30,515220,煤炭ETF国泰,sector,煤炭,0.90978886756238,515220,0.90978886756238,511260,0.039785484978381414,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-10-29,515790,光伏ETF华泰柏瑞,sector,光伏,0.7728557964184732,515790,0.7728557964184732,511260,0.026834404686364888,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-11-30,515790,光伏ETF华泰柏瑞,sector,光伏,0.6001805054151623,515790,0.6001805054151623,511260,0.024606057295791572,最佳行业/主题 ETF 动量为正，持有该 ETF
2021-12-31,512660,军工ETF国泰,sector,军工,0.2837004405286345,512660,0.2837004405286345,511260,0.033259484149777085,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-01-28,515220,煤炭ETF国泰,sector,煤炭,0.1045845272206305,515220,0.1045845272206305,511260,0.024018583459644693,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-02-28,515220,煤炭ETF国泰,sector,煤炭,0.18992248062015515,515220,0.18992248062015515,511260,0.020274747908942903,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-03-31,511260,十年国债ETF国泰,defensive,十年国债,0.020067099082979212,512800,0.0,511260,0.020067099082979212,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
2022-04-29,515220,煤炭ETF国泰,sector,煤炭,0.051779935275080735,515220,0.051779935275080735,511260,0.02687993390032961,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-05-31,515220,煤炭ETF国泰,sector,煤炭,0.4214002642007926,515220,0.4214002642007926,511260,0.023503740648379123,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-06-30,515220,煤炭ETF国泰,sector,煤炭,0.32857142857142874,515220,0.32857142857142874,511260,0.01783638444951241,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-07-29,515220,煤炭ETF国泰,sector,煤炭,0.2550415183867143,515220,0.2550415183867143,511260,0.014254337991442156,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-08-31,515220,煤炭ETF国泰,sector,煤炭,0.24864277958740488,515220,0.24864277958740488,511260,0.027183358202405028,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-09-30,512690,酒ETF鹏华,sector,白酒/酒,0.1619718309859155,512690,0.1619718309859155,511260,0.01701198990323949,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-10-31,515790,光伏ETF华泰柏瑞,sector,光伏,0.27941176470588247,515790,0.27941176470588247,511260,0.027806475336636938,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-11-30,515230,软件ETF国泰,sector,软件,0.1549707602339181,515230,0.1549707602339181,511260,0.005353300478933898,最佳行业/主题 ETF 动量为正，持有该 ETF
2022-12-30,511260,十年国债ETF国泰,defensive,十年国债,0.016725882342671028,515230,-0.006329113924050667,511260,0.016725882342671028,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
2023-01-31,515230,软件ETF国泰,sector,软件,0.1543450064850842,515230,0.1543450064850842,511260,0.008964679336978199,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-02-28,515230,软件ETF国泰,sector,软件,0.19401041666666674,515230,0.19401041666666674,511260,-0.004190577187866196,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-03-31,515230,软件ETF国泰,sector,软件,0.5555555555555558,515230,0.5555555555555558,511010,0.0008050385944973204,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-04-28,512980,传媒ETF广发,sector,传媒,0.8992094861660078,512980,0.8992094861660078,511260,0.009678386364609715,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-05-31,512980,传媒ETF广发,sector,传媒,0.5714285714285716,512980,0.5714285714285716,511260,0.021508153811713226,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-06-30,512980,传媒ETF广发,sector,传媒,0.5629370629370631,512980,0.5629370629370631,511260,0.027380050939629585,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-07-31,512980,传媒ETF广发,sector,传媒,0.2984374999999999,512980,0.2984374999999999,511260,0.03125943172508938,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-08-31,512980,传媒ETF广发,sector,传媒,0.23994038748137103,512980,0.23994038748137103,511260,0.035417686513968816,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-09-28,512800,银行ETF华宝,sector,银行,0.07047619047619058,512800,0.07047619047619058,511260,0.024311640351852182,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-10-31,512880,证券ETF国泰,sector,证券,0.031659388646288145,512880,0.031659388646288145,511260,0.022485388325974354,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-11-30,515220,煤炭ETF国泰,sector,煤炭,0.16052060737527118,515220,0.16052060737527118,511260,0.016710552967389214,最佳行业/主题 ETF 动量为正，持有该 ETF
2023-12-29,515220,煤炭ETF国泰,sector,煤炭,0.16268980477223427,515220,0.16268980477223427,511260,0.02109548793284377,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-01-31,515220,煤炭ETF国泰,sector,煤炭,0.17991631799163166,515220,0.17991631799163166,511260,0.02673314458948206,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-02-29,515220,煤炭ETF国泰,sector,煤炭,0.3432017543859649,515220,0.3432017543859649,511260,0.027876296861016225,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-03-29,515220,煤炭ETF国泰,sector,煤炭,0.10076045627376407,515220,0.10076045627376407,511260,0.034387872521388196,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-04-30,515220,煤炭ETF国泰,sector,煤炭,0.16599597585513082,515220,0.16599597585513082,511260,0.03808307669195532,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-05-31,515220,煤炭ETF国泰,sector,煤炭,0.22145669291338588,515220,0.22145669291338588,511260,0.035730866162621,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-06-28,512800,银行ETF华宝,sector,银行,0.21165048543689324,512800,0.21165048543689324,511260,0.04316719128229285,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-07-31,512800,银行ETF华宝,sector,银行,0.19029850746268662,512800,0.19029850746268662,511260,0.04371602593490076,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-08-30,512800,银行ETF华宝,sector,银行,0.08275862068965534,512800,0.08275862068965534,511260,0.027778226392545236,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-09-30,512880,证券ETF国泰,sector,证券,0.27829099307159355,512880,0.27829099307159355,511260,0.025064620355412126,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-10-31,512480,半导体ETF国联安,sector,半导体,0.5053435114503817,512480,0.5053435114503817,511260,0.020082179758247998,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-11-29,512480,半导体ETF国联安,sector,半导体,0.47577092511013186,512480,0.47577092511013186,511260,0.036804164997997546,最佳行业/主题 ETF 动量为正，持有该 ETF
2024-12-31,512880,证券ETF国泰,sector,证券,0.4606741573033706,512880,0.4606741573033706,511260,0.052093244529019866,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-01-27,515230,软件ETF国泰,sector,软件,0.4933333333333334,515230,0.4933333333333334,511260,0.053673073587612974,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-02-28,515230,软件ETF国泰,sector,软件,0.7509881422924902,515230,0.7509881422924902,511260,0.04108501540589815,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-03-31,515230,软件ETF国泰,sector,软件,0.6881287726358147,515230,0.6881287726358147,511260,0.022743166171968365,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-04-30,512480,半导体ETF国联安,sector,半导体,0.08384458077709622,512480,0.08384458077709622,511260,0.04622151264713237,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-05-30,512800,银行ETF华宝,sector,银行,0.15428571428571436,512800,0.15428571428571436,511260,0.03568874933938493,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-06-30,512800,银行ETF华宝,sector,银行,0.1839557399723375,512800,0.1839557399723375,511260,0.013754480626264609,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-07-31,512400,有色金属ETF南方,sector,有色金属,0.2067594433399602,512400,0.2067594433399602,511260,0.001402903334708716,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-08-29,512400,有色金属ETF南方,sector,有色金属,0.46660019940179476,512400,0.46660019940179476,511010,0.006842093782492675,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-09-30,512400,有色金属ETF南方,sector,有色金属,0.5564971751412429,512400,0.5564971751412429,511010,0.00938833984190346,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-10-31,512400,有色金属ETF南方,sector,有色金属,0.7047898338220919,512400,0.7047898338220919,511010,0.00894904758115267,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-11-28,512400,有色金属ETF南方,sector,有色金属,0.649564375605034,512400,0.649564375605034,511010,0.006386452628993178,最佳行业/主题 ETF 动量为正，持有该 ETF
2025-12-31,512400,有色金属ETF南方,sector,有色金属,0.7144128113879002,512400,0.7144128113879002,511010,0.004463482236060745,最佳行业/主题 ETF 动量为正，持有该 ETF
2026-01-30,512400,有色金属ETF南方,sector,有色金属,0.8460931333859512,512400,0.8460931333859512,511010,0.009353213723820364,最佳行业/主题 ETF 动量为正，持有该 ETF
2026-02-27,512400,有色金属ETF南方,sector,有色金属,0.8106686701728025,512400,0.8106686701728025,511010,0.010514246154511797,最佳行业/主题 ETF 动量为正，持有该 ETF
2026-03-31,512400,有色金属ETF南方,sector,有色金属,0.30891089108910896,512400,0.30891089108910896,511260,0.013333534101774402,最佳行业/主题 ETF 动量为正，持有该 ETF
2026-04-30,512400,有色金属ETF南方,sector,有色金属,0.26810293237582306,512400,0.26810293237582306,511260,0.01591499977457511,最佳行业/主题 ETF 动量为正，持有该 ETF
2026-05-29,512480,半导体ETF国联安,sector,半导体,0.5308291991495393,512480,0.5308291991495393,511260,0.016661807907070614,最佳行业/主题 ETF 动量为正，持有该 ETF
2026-06-18,512480,半导体ETF国联安,sector,半导体,0.7217210270645384,512480,0.7217210270645384,511260,0.020341704621341217,最佳行业/主题 ETF 动量为正，持有该 ETF
