window_label,lookback_days,signal_date,chosen_symbol,chosen_name,chosen_bucket,chosen_theme,selected_momentum,best_sector_symbol,best_sector_momentum,best_defensive_symbol,best_defensive_momentum,reason
mom_1m,21,2016-04-29,CASH,空仓,cash,现金,0.0,159928,-0.015384615384615441,511010,-0.0070874393293131055,行业和防守资产均无正动量，空仓
mom_1m,21,2016-05-31,159928,消费ETF汇添富,sector,消费,0.03125,159928,0.03125,511010,0.0018701452602927215,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2016-06-30,512010,医药ETF易方达,sector,医药,0.05776173285198549,512010,0.05776173285198549,511010,0.006526341089140741,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2016-07-29,159928,消费ETF汇添富,sector,消费,0.09064327485380108,159928,0.09064327485380108,511010,0.0079075705114664,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2016-08-31,512010,医药ETF易方达,sector,医药,0.03858520900321549,512010,0.03858520900321549,511010,0.0016463525559395897,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2016-09-30,511010,国债ETF国泰,defensive,国债,0.003342021378038851,512010,-0.006191950464396245,511010,0.003342021378038851,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
mom_1m,21,2016-10-31,512880,证券ETF国泰,sector,证券,0.04330708661417337,512880,0.04330708661417337,511010,0.005354047750846247,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2016-11-30,512880,证券ETF国泰,sector,证券,0.05607476635513997,512880,0.05607476635513997,511010,-0.01630498533724345,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2016-12-30,CASH,空仓,cash,现金,0.0,512010,-0.02083333333333337,511010,-0.00878891019348449,行业和防守资产均无正动量，空仓
mom_1m,21,2017-01-26,512660,军工ETF国泰,sector,军工,0.03137651821862342,512660,0.03137651821862342,511010,0.008199776369735456,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-02-28,159928,消费ETF汇添富,sector,消费,0.048387096774193505,159928,0.048387096774193505,511010,-0.00016593991131430563,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-03-31,512010,医药ETF易方达,sector,医药,0.0718562874251496,512010,0.0718562874251496,511010,-0.0013020833333332593,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-04-28,512010,医药ETF易方达,sector,医药,0.008474576271186418,512010,0.008474576271186418,511010,-0.008591779606995309,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-05-31,512010,医药ETF易方达,sector,医药,0.01388888888888884,512010,0.01388888888888884,511010,-0.006646717192903884,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-06-30,159928,消费ETF汇添富,sector,消费,0.08980582524271852,159928,0.08980582524271852,511010,0.0020124114304969076,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-07-31,512880,证券ETF国泰,sector,证券,0.04352126607319495,512880,0.04352126607319495,511010,-0.00044838022643201025,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-08-31,512660,军工ETF国泰,sector,军工,0.06168446026097274,512660,0.06168446026097274,511010,0.001139196772898421,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-09-29,159928,消费ETF汇添富,sector,消费,0.0813704496788008,159928,0.0813704496788008,511260,0.0001235406757675861,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-10-31,512010,医药ETF易方达,sector,医药,0.12466124661246614,512010,0.12466124661246614,511010,-0.006246037960994877,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-11-30,512800,银行ETF华宝,sector,银行,0.03621730382293764,512800,0.03621730382293764,511010,-0.0005817171916194797,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2017-12-29,159928,消费ETF汇添富,sector,消费,0.09586466165413521,159928,0.09586466165413521,511260,0.003096105646706926,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-01-31,512800,银行ETF华宝,sector,银行,0.10873786407766972,512800,0.10873786407766972,511010,0.00304181797761216,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-02-28,511260,十年国债ETF国泰,defensive,十年国债,0.012758685761013133,512980,-0.0388726919339164,511260,0.012758685761013133,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
mom_1m,21,2018-03-30,512010,医药ETF易方达,sector,医药,0.12195121951219523,512010,0.12195121951219523,511010,0.0028921496156120163,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-04-27,512660,军工ETF国泰,sector,军工,0.01200480192076836,512660,0.01200480192076836,511260,0.021097046413502074,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-05-31,159928,消费ETF汇添富,sector,消费,0.15027829313543584,159928,0.15027829313543584,511260,0.007126350188848329,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-06-29,511010,国债ETF国泰,defensive,国债,0.006559353931044676,159928,-0.04067796610169494,511010,0.006559353931044676,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
mom_1m,21,2018-07-31,512800,银行ETF华宝,sector,银行,0.10280373831775691,512800,0.10280373831775691,511010,0.005228473394695454,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-08-31,512800,银行ETF华宝,sector,银行,0.026373626373626502,512800,0.026373626373626502,511010,-0.0030417292860934753,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-09-28,512800,银行ETF华宝,sector,银行,0.05330490405117283,512800,0.05330490405117283,511010,0.003959715768347527,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-10-31,512880,证券ETF国泰,sector,证券,0.03867403314917128,512880,0.03867403314917128,511260,0.014244496902931614,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-11-30,159928,消费ETF汇添富,sector,消费,0.04608294930875578,159928,0.04608294930875578,511260,0.011092667508225018,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2018-12-28,159928,消费ETF汇添富,sector,消费,0.020224719101123556,159928,0.020224719101123556,511010,0.01667127774455812,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-01-31,512800,银行ETF华宝,sector,银行,0.09999999999999987,512800,0.09999999999999987,511010,0.004023206063860751,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-02-28,512880,证券ETF国泰,sector,证券,0.2988357050452781,512880,0.2988357050452781,511010,-0.0003866024672266599,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-03-29,159928,消费ETF汇添富,sector,消费,0.15452930728241587,159928,0.15452930728241587,511260,0.008434646035716309,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-04-30,159928,消费ETF汇添富,sector,消费,0.06461538461538452,159928,0.06461538461538452,511010,-0.006813444730527474,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-05-31,512400,有色金属ETF南方,sector,有色金属,0.021207177814029476,512400,0.021207177814029476,511260,0.01404168224666913,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-06-28,512690,酒ETF鹏华,sector,白酒/酒,0.30935251798561136,512690,0.30935251798561136,511260,0.006961188457649703,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-07-31,512480,半导体ETF国联安,sector,半导体,0.03100775193798455,512480,0.03100775193798455,511260,0.005244333902112208,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-08-30,512690,酒ETF鹏华,sector,白酒/酒,0.36363636363636354,512690,0.36363636363636354,511260,0.009481717254999689,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-09-30,512480,半导体ETF国联安,sector,半导体,0.06902654867256652,512480,0.06902654867256652,511010,0.0011159748775888545,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-10-31,512010,医药ETF易方达,sector,医药,0.060267857142856984,512010,0.060267857142856984,511010,-0.0027853225611126353,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-11-29,512690,酒ETF鹏华,sector,白酒/酒,0.03846153846153855,512690,0.03846153846153855,511260,0.009143727056375006,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2019-12-31,512400,有色金属ETF南方,sector,有色金属,0.16445182724252483,512400,0.16445182724252483,511010,0.007887629238418015,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-01-23,512480,半导体ETF国联安,sector,半导体,0.28832630098452894,512480,0.28832630098452894,511260,0.013792645188236863,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-02-28,512480,半导体ETF国联安,sector,半导体,0.09580193756727651,512480,0.09580193756727651,511260,0.022260627806060196,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-03-31,159928,消费ETF汇添富,sector,消费,0.0185185185185186,159928,0.0185185185185186,511010,0.012127014520504353,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-04-30,512690,酒ETF鹏华,sector,白酒/酒,0.2872340425531914,512690,0.2872340425531914,511010,0.026900769186089857,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-05-29,512690,酒ETF鹏华,sector,白酒/酒,0.35930735930735924,512690,0.35930735930735924,511260,-0.01586348978860619,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-06-30,512690,酒ETF鹏华,sector,白酒/酒,0.3147540983606558,512690,0.3147540983606558,511260,-0.014930382330264447,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-07-31,512660,军工ETF国泰,sector,军工,0.2724056603773586,512660,0.2724056603773586,511010,-0.004497650855222468,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-08-31,512690,酒ETF鹏华,sector,白酒/酒,0.2562141491395793,512690,0.2562141491395793,511260,-0.0059257467650259965,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-09-30,511260,十年国债ETF国泰,defensive,十年国债,0.0006619861449097542,515030,-0.012578616352201255,511260,0.0006619861449097542,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
mom_1m,21,2020-10-30,512690,酒ETF鹏华,sector,白酒/酒,0.17437722419928825,512690,0.17437722419928825,511010,-0.0018648844784230345,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-11-30,515220,煤炭ETF国泰,sector,煤炭,0.2572178477690288,515220,0.2572178477690288,511010,-0.0014794775330768672,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2020-12-31,512690,酒ETF鹏华,sector,白酒/酒,0.3555858310626703,512690,0.3555858310626703,511010,0.005756334935612228,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-01-29,512170,医疗ETF华宝,sector,医疗,0.1113989637305699,512170,0.1113989637305699,511010,0.0012142676448265721,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-02-26,512400,有色金属ETF南方,sector,有色金属,0.02658111824014675,512400,0.02658111824014675,511010,-0.0025349606325650864,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-03-31,515220,煤炭ETF国泰,sector,煤炭,0.028282828282828243,515220,0.028282828282828243,511260,0.0029605293686367773,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-04-30,512690,酒ETF鹏华,sector,白酒/酒,0.1732377538829153,512690,0.1732377538829153,511260,0.0067178680484871744,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-05-31,515030,新能源车ETF华夏,sector,新能源车,0.2043284532145131,515030,0.2043284532145131,511260,0.007311487772801328,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-06-30,512480,半导体ETF国联安,sector,半导体,0.2511715089034676,512480,0.2511715089034676,511010,0.00516527207093298,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-07-30,512400,有色金属ETF南方,sector,有色金属,0.30414746543778803,512400,0.30414746543778803,511260,0.015944045767506188,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-08-31,515220,煤炭ETF国泰,sector,煤炭,0.43070044709388955,515220,0.43070044709388955,511010,-0.0011184221267980243,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-09-30,512690,酒ETF鹏华,sector,白酒/酒,0.13076923076923075,512690,0.13076923076923075,511010,0.00400216067570236,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-10-29,159928,消费ETF汇添富,sector,消费,0.1329479768786126,159928,0.1329479768786126,511260,-0.0019218048876413762,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-11-30,512660,军工ETF国泰,sector,军工,0.11228334589299171,512660,0.11228334589299171,511260,0.0066721522610189155,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2021-12-31,512980,传媒ETF广发,sector,传媒,0.16417910447761197,512980,0.16417910447761197,511010,0.0087592073528453,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-01-28,512800,银行ETF华宝,sector,银行,0.03014184397163122,512800,0.03014184397163122,511010,0.011444689404746411,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-02-28,512400,有色金属ETF南方,sector,有色金属,0.1338709677419354,512400,0.1338709677419354,511010,-0.0033106212424849346,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-03-31,515220,煤炭ETF国泰,sector,煤炭,0.05870236869207002,515220,0.05870236869207002,511260,0.0033704404452852277,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-04-29,512690,酒ETF鹏华,sector,白酒/酒,0.10422535211267614,512690,0.10422535211267614,511010,0.0021859504464321056,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-05-31,515790,光伏ETF华泰柏瑞,sector,光伏,0.22802436901653622,515790,0.22802436901653622,511260,0.004879285770498676,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-06-30,515030,新能源车ETF华夏,sector,新能源车,0.2424881391671061,515030,0.2424881391671061,511010,-0.0008469497822699568,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-07-29,515790,光伏ETF华泰柏瑞,sector,光伏,0.0378250591016549,515790,0.0378250591016549,511260,0.010540448644737133,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-08-31,515220,煤炭ETF国泰,sector,煤炭,0.1047070124879923,515220,0.1047070124879923,511260,0.007368448235790304,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-09-30,515220,煤炭ETF国泰,sector,煤炭,0.016521739130434865,515220,0.016521739130434865,511010,-0.005739876371893438,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-10-31,515230,软件ETF国泰,sector,软件,0.14992927864215,515230,0.14992927864215,511260,0.005266357821183787,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-11-30,512800,银行ETF华宝,sector,银行,0.11250000000000004,512800,0.11250000000000004,511010,-0.008111239860950303,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2022-12-30,512690,酒ETF鹏华,sector,白酒/酒,0.09254498714652959,512690,0.09254498714652959,511010,0.004145950153289002,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-01-31,515790,光伏ETF华泰柏瑞,sector,光伏,0.21485623003194876,515790,0.21485623003194876,511010,0.0012698211139505755,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-02-28,512980,传媒ETF广发,sector,传媒,0.04517133956386288,512980,0.04517133956386288,511260,0.002186168610405659,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-03-31,512980,传媒ETF广发,sector,传媒,0.19322990126939343,512980,0.19322990126939343,511260,0.004783949291855327,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-04-28,512980,传媒ETF广发,sector,传媒,0.1923076923076923,512980,0.1923076923076923,511260,0.007082080371787924,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-05-31,512980,传媒ETF广发,sector,传媒,0.03750000000000009,512980,0.03750000000000009,511010,0.008948054190672128,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-06-30,512660,军工ETF国泰,sector,军工,0.04850746268656714,512660,0.04850746268656714,511260,0.006720010792489184,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-07-31,512880,证券ETF国泰,sector,证券,0.15244596131968136,512880,0.15244596131968136,511260,0.0016080671368030597,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-08-31,512980,传媒ETF广发,sector,传媒,0.006045949214026569,512980,0.006045949214026569,511260,0.006478165410269909,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-09-28,515220,煤炭ETF国泰,sector,煤炭,0.10193133047210279,515220,0.10193133047210279,511010,-0.003401544193078143,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-10-31,512480,半导体ETF国联安,sector,半导体,0.047852760736196265,512480,0.047852760736196265,511260,0.003464945604528591,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-11-30,515220,煤炭ETF国泰,sector,煤炭,0.08961303462321801,515220,0.08961303462321801,511260,0.001296628765210528,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2023-12-29,515790,光伏ETF华泰柏瑞,sector,光伏,0.028901734104046284,515790,0.028901734104046284,511010,0.009750820938767557,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-01-31,512800,银行ETF华宝,sector,银行,0.07101727447216888,512800,0.07101727447216888,511260,0.00881295849539665,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-02-29,515220,煤炭ETF国泰,sector,煤炭,0.15894039735099352,515220,0.15894039735099352,511260,0.01504067036546064,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-03-29,512400,有色金属ETF南方,sector,有色金属,0.12307692307692308,512400,0.12307692307692308,511010,0.002288832468073876,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-04-30,512400,有色金属ETF南方,sector,有色金属,0.05668016194331993,512400,0.05668016194331993,511010,0.004065132968455565,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-05-31,515220,煤炭ETF国泰,sector,煤炭,0.07819287576020861,515220,0.07819287576020861,511260,0.008239652013912968,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-06-28,512480,半导体ETF国联安,sector,半导体,0.048744460856720684,512480,0.048744460856720684,511260,0.009159207161125282,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-07-31,512480,半导体ETF国联安,sector,半导体,0.07792207792207795,512480,0.07792207792207795,511260,0.011351647218410088,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-08-30,CASH,空仓,cash,现金,0.0,515220,-0.004868549172346581,511010,-0.0007543764930368901,行业和防守资产均无正动量，空仓
mom_1m,21,2024-09-30,515230,软件ETF国泰,sector,软件,0.4256198347107438,515230,0.4256198347107438,511010,-0.00042151968940640216,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-10-31,512480,半导体ETF国联安,sector,半导体,0.5239567233384852,512480,0.5239567233384852,511010,-0.00420331423625131,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-11-29,512980,传媒ETF广发,sector,传媒,0.08753315649867366,512980,0.08753315649867366,511260,0.01245971905015164,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2024-12-31,512800,银行ETF华宝,sector,银行,0.07060518731988474,512800,0.07060518731988474,511260,0.022729900339907738,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-01-27,512400,有色金属ETF南方,sector,有色金属,0.02238046795523907,512400,0.02238046795523907,511260,0.011220652659135855,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-02-28,515230,软件ETF国泰,sector,软件,0.17506631299734754,515230,0.17506631299734754,511260,-0.006778898429005253,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-03-31,512400,有色金属ETF南方,sector,有色金属,0.07817258883248734,512400,0.07817258883248734,511010,-0.00048699646745853364,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-04-30,512480,半导体ETF国联安,sector,半导体,0.01048617731172552,512480,0.01048617731172552,511260,0.01562773029439679,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-05-30,512010,医药ETF易方达,sector,医药,0.06876790830945567,512010,0.06876790830945567,511010,0.0006145392762897384,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-06-30,512660,军工ETF国泰,sector,军工,0.09551098376313294,512660,0.09551098376313294,511260,0.004716697710749118,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-07-31,512010,医药ETF易方达,sector,医药,0.13043478260869557,512010,0.13043478260869557,511010,-0.002862588556838186,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-08-29,512480,半导体ETF国联安,sector,半导体,0.2849162011173183,512480,0.2849162011173183,511010,-0.0011901584714036906,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-09-30,515030,新能源车ETF华夏,sector,新能源车,0.25960264900662255,515030,0.25960264900662255,511010,0.0015802804095739198,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-10-31,512400,有色金属ETF南方,sector,有色金属,0.16034597471723222,512400,0.16034597471723222,511260,0.01041509319960121,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-11-28,512800,银行ETF华宝,sector,银行,0.029556650246305383,512800,0.029556650246305383,511010,-0.001046985256152988,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2025-12-31,512660,军工ETF国泰,sector,军工,0.16257408975444543,512660,0.16257408975444543,511010,0.0015145642218299393,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2026-01-30,512980,传媒ETF广发,sector,传媒,0.25411522633744865,512980,0.25411522633744865,511260,0.007360562407054294,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2026-02-27,515220,煤炭ETF国泰,sector,煤炭,0.12336448598130834,515220,0.12336448598130834,511010,0.002740725898786378,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2026-03-31,512800,银行ETF华宝,sector,银行,0.03217503217503226,512800,0.03217503217503226,511010,0.001825337972733987,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2026-04-30,512480,半导体ETF国联安,sector,半导体,0.28409893992932855,512480,0.28409893992932855,511260,0.004502429528805196,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2026-05-29,512480,半导体ETF国联安,sector,半导体,0.23076923076923084,512480,0.23076923076923084,511260,0.007974387098686808,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_1m,21,2026-06-18,512480,半导体ETF国联安,sector,半导体,0.11405478221823073,512480,0.11405478221823073,511260,0.002484389628963468,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,2015-01-30,CASH,空仓,cash,现金,0.0,,,,,行业和防守资产均无正动量，空仓
mom_2m,42,2015-02-27,CASH,空仓,cash,现金,0.0,,,,,行业和防守资产均无正动量，空仓
mom_2m,42,2015-03-31,159928,消费ETF汇添富,sector,消费,0.1808873720136519,159928,0.1808873720136519,511010,-0.0063420802415282695,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,2015-04-30,159928,消费ETF汇添富,sector,消费,0.3311258278145697,159928,0.3311258278145697,511010,0.008011213752421531,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,2015-05-29,512010,医药ETF易方达,sector,医药,0.2549668874172186,512010,0.2549668874172186,511010,0.0056142344849210435,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,2015-06-30,159928,消费ETF汇添富,sector,消费,0.027638190954773822,159928,0.027638190954773822,511010,-0.011709194279802326,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,2015-07-31,511010,国债ETF国泰,defensive,国债,0.021604395174692703,512010,-0.20493827160493827,511010,0.021604395174692703,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
mom_2m,42,2015-08-31,511010,国债ETF国泰,defensive,国债,0.028811418837557667,159928,-0.12299465240641705,511010,0.028811418837557667,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
mom_2m,42,2015-09-30,511010,国债ETF国泰,defensive,国债,0.00406348599292472,512010,-0.15527950310559002,511010,0.00406348599292472,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
